Id,predicted_values
0x3783,-0.4713
0x78c2,0.5092
0x9a99,0.3961
0x1239,-1.7761
0x10b5,0.2622
0x19d8,0.6782
0x7825,-0.1362
0x9209,0.1474
0x4dc2,0.6411
0xc60f,-2.0756
0x56c5,-0.1767
0x40d7,0.0255
0x601e,1.1165
0x4469,0.5441
0x99bd,-0.1924
0x88cd,0.0503
0x28e2,0.6429
0xc1c6,0.0901
0x24e5,0.5215
0xbea9,-0.5033
0x3cf6,-0.2029
0xb7e6,-0.2299
0x8017,0.2739
0xc3aa,0.0365
0x21a7,-1.9505
0x3c37,0.4566
0x28d1,0.6178
0x52fc,0.0878
0x103a,1.1755
0x928c,0.596
0x2e26,0.1324
0xc591,0.4567
0x64f3,-0.4645
0x1905,0.6144
0xaf3b,-0.2059
0x8f9e,-2.6136
0xc35c,0.1766
0x2da3,-3.0432
0x1ff2,0.077
0x8cb8,0.2579
0x784c,0.6465
0x3556,0.1584
0x488b,0.4699
0x18dc,1.1494
0x7b99,0.0878
0x1128,0.4936
0x635c,0.895
0x27a1,0.1882
0x1908,0.47
0x3b47,-0.4651
0x70a2,-0.3836
0x9094,0.9561
0x2e70,0.4388
0x3977,0.5474
0x52e5,-0.2121
0xa8f6,0.0634
0x3e25,0.6291
0xb09f,0.5495
0xa2a9,0.169
0xae60,0.1938
0x74b1,0.623
0xb8ef,-0.1202
0x3414,0.5929
0x5f46,0.0674
0x663,0.3898
0x876e,0.8393
0x57cb,0.581
0x42f1,-1.1588
0x2ced,0.4362
0x9914,-0.0269
0x4ce6,-0.0153
0xb135,0.6423
0xc1ac,1.1445
0x31c5,0.058
0x10cb,0.1637
0x59d6,0.1673
0xba66,-0.4648
0x5005,-0.2111
0x9e91,-0.2523
0x2b3d,-0.4946
0x4212,0.6773
0x6410,-0.5067
0x7114,-1.3619
0xa164,-0.242
0x1dfe,-0.0484
0x8742,-2.5465
0x36ca,0.0166
0x1351,0.343
0xaaae,0.1755
0x91cd,0.2162
0x6f47,0.609
0x249d,0.0753
0xb35e,0.6046
0x86f2,0.1151
0x247c,0.066
0x3707,0.3727
0xb561,0.7203
0x98c,0.3105
0x3088,0.0257
0x2cf8,0.3076
0x8e53,1.2107
0x4f62,0.26
0x5df5,0.1449
0x7ef4,-0.2525
0x473f,0.5418
0x697,0.9454
0x76ba,0.4471
0x2d42,0.508
0x3573,-1.4523
0x7499,0.3032
0x252a,-2.6155
0x689,0.5212
0x468b,0.7206
0x1a15,-0.1307
0x91ac,-2.9198
0xbf4e,-0.2803
0x24fc,0.0182
0x5feb,0.5266
0x2e2e,0.6244
0x2c43,0.4808
0x9dd9,0.0727
0x9c18,0.4234
0xabf0,0.0568
0xa917,-0.9333
0x9efe,0.1819
0x5873,0.5674
0xaff6,0.1096
0xb33,-0.0734
0x9543,-3.2731
0x2093,-0.2126
0xb9b7,0.3334
0x758f,-0.597
0x5d95,0.8762
0x51e4,0.0752
0xb10b,-2.5272
0xa0ac,0.4516
0x1cd5,0.4945
0x6419,0.6155
0x55a8,0.117
0x9f6c,0.0392
0xb5b7,-2.1186
0x2ecf,0.5783
0x992f,-2.5211
0x78d2,0.2904
0xb57f,0.1732
0x8870,1.1261
0xa250,-0.1308
0xb206,0.5925
0xc2ee,0.263
0xad8a,-0.6256
0x52d1,-0.8503
0x972b,0.4639
0xcaf,-0.7093
0xb643,0.0743
0xc1f5,0.4958
0x5a4d,0.4523
0xb87f,-0.1336
0xacfe,-0.0345
0x1868,0.3824
0x9d0f,-0.1919
0x6ad4,0.0415
0x1b40,-0.1491
0x3681,0.4514
0xcf0,-0.2763
0xbe3d,-0.0112
0x2168,1.3895
0xc7f6,-0.1984
0xa414,0.1394
0x613,-0.6673
0x5e28,-0.0398
0x11fe,0.166
0x1003,0.0936
0x572b,-0.0217
0xacfd,0.8021
0x8da9,-1.2046
0xac0d,-2.9528
0x8ff9,0.4072
0x6c8c,0.2961
0xbac5,0.2651
0xa49,-0.3704
0x1af0,0.4992
0x24fe,0.7408
0x8eb3,0.4293
0xb410,0.5128
0x3b83,0.3234
0x4e9f,0.654
0x9656,-0.2749
0x4470,0.2134
0x2393,0.4917
0x4c1d,0.8097
0x6d0f,-0.1403
0x4e8b,-0.4103
0x2c81,-0.5276
0xc6e2,-0.5604
0x6a70,-0.09
0x5821,0.2401
0x2079,0.5016
0x5673,0.1751
0x1dd8,1.1413
0x4ef3,0.5661
0x7ab9,-0.6194
0x5b80,1.0849
0x6dc1,-0.0846
0x7ed4,1.1456
0x4c9a,-2.6267
0x966e,0.2664
0x2cc0,0.3579
0xb19b,0.1622
0x26fd,0.0186
0x9644,0.6792
0x71a4,0.3885
0x8bb8,0.3146
0xc874,0.1378
0x1d75,0.4587
0x7f38,0.1221
0xbf87,-0.1344
0x1102,0.1727
0x9cf2,0.2814
0xa8dd,0.1624
0x66d,-0.1092
0x4eb8,-0.6687
0xa25c,-0.0956
0x6a81,0.3048
0x22b2,0.9892
0xc295,0.0565
0x65a5,-0.3509
0x371c,0.7303
0x916e,0.4675
0x54f8,0.4634
0x8cf4,0.1421
0xc2ca,0.5687
0x8ed9,-2.1612
0x6377,-0.7288
0x7de7,0.2587
0xad31,-0.1324
0x1b9b,-0.3609
0xc0fc,0.2985
0x2c4e,0.3683
0x4cdb,-0.1117
0x40f7,0.4075
0xaf90,0.2162
0x8a44,-0.2426
0x7f78,0.5644
0x29fc,0.289
0x9334,0.4351
0x188b,0.1333
0x56d3,0.0545
0x4818,0.5248
0xbeda,0.0458
0x9e8c,-0.5267
0x1df4,-0.1484
0x44f0,0.1003
0x810,0.2488
0x645d,0.5562
0x1b25,0.7005
0x3c81,0.4695
0x47c7,0.2595
0xa4ab,-0.6285
0xc411,0.2749
0x98b5,0.3108
0x297c,0.5805
0x12f4,0.4894
0x25e7,0.1873
0x2a3e,0.1768
0x3a86,0.2868
0x3d23,0.6334
0x692f,0.1046
0x16ec,-0.1435
0x71c7,1.052
0x58b7,0.061
0x6965,0.5858
0xae1f,-2.3807
0xba9e,0.048
0xafee,0.2365
0x5f8d,0.3126
0x73e0,0.4433
0x354c,0.2577
0x9dea,-2.7667
0x384a,0.1972
0xcf7,-0.02
0x3572,0.5768
0x237b,-3.0582
0x5857,-0.2312
0xc35e,0.1061
0xbfb2,-2.7613
0x2e60,0.0681
0x2b93,0.1227
0xa3e6,0.1201
0x19f7,0.1658
0xabf9,0.1215
0xc89d,0.0577
0xc692,0.1231
0x21ef,0.1983
0x5f4a,0.815
0x8f8e,0.0317
0x63be,1.1177
0xc770,-0.0772
0x22d4,-0.2957
0x2ef9,0.6502
0x1ad5,0.1006
0x8bd3,0.701
0xa7af,0.477
0x6f63,-0.3349
0x6cd,0.5947
0xbe3f,0.5318
0xac56,0.5061
0x78de,0.2714
0x6f8,-0.5494
0x7190,0.0309
0x23ca,-1.8411
0x838a,0.2253
0x7201,0.0251
0xb625,0.2501
0x7ae8,0.61
0x58ab,0.3034
0x1e9e,0.86
0x96f2,0.3594
0x5a4b,-0.3389
0x3901,0.3743
0x687f,-0.7008
0xa470,0.1803
0xa5ac,-2.2006
0x64a7,0.0499
0x1c2e,0.6336
0x3a8a,0.2286
0x6166,0.116
0x2c6f,0.701
0x1e22,0.3311
0x8ab7,0.3886
0xc8fb,0.2548
0x7472,-0.3735
0xbf61,0.3131
0x48ae,0.1021
0x3135,0.2406
0xa86c,0.1896
0x78c,-0.3496
0xa967,-0.0068
0x34f1,-1.6882
0x9010,-0.4271
0x109b,0.3814
0x5d68,-2.7872
0x840d,-0.0146
0x510b,0.0456
0xbd6c,0.4818
0x647b,0.3749
0x59a9,-1.1577
0x92c2,-0.0237
0x8673,0.1183
0x4346,0.6297
0x231e,-0.072
0xb3cc,-1.4661
0x28e3,-2.809
0x8b4a,-2.4706
0x42a7,0.2976
0x52e0,0.4291
0x8c8c,0.591
0x168b,0.6747
0x4b80,0.1893
0x2861,0.411
0xaf5,0.2535
0x8915,1.0696
0x8b61,0.224
0x3398,0.1772
0xd4a,0.1231
0x2db1,0.4503
0x2dcf,0.5971
0xa5c8,0.5593
0xb6db,-3.2094
0x5ec8,-0.3152
0x9436,0.4522
0x3d28,-0.4544
0x97ec,0.0481
0x6f9b,0.5414
0x1e3f,0.4539
0xba5b,0.9093
0x6a93,0.3147
0x7c90,0.5974
0x4bfd,0.3839
0x5933,-0.0103
0x1ea8,0.93
0x5705,1.0128
0xc3a4,0.3625
0x3144,1.0581
0x3d8c,0.2844
0x6a97,0.4695
0xadc0,-0.1313
0x70e7,0.0159
0x1e88,0.0748
0x3889,-1.9064
0x65c,0.3608
0x34d8,-0.0315
0x6fc4,0.3139
0x6f4,-0.5524
0x1a07,-0.2579
0x5cd2,-0.8652
0x59ef,-0.634
0x5dd2,0.0942
0x896d,-1.3327
0x3eca,0.4212
0x5460,0.5398
0x68f4,0.0923
0x5cc8,0.2728
0x7fc2,0.2542
0x175b,0.3168
0x28d3,0.517
0x1da8,-0.1787
0x902c,0.2132
0x27ef,0.1255
0xc87e,-3.5465
0x8d55,0.6386
0xbc88,-0.5618
0x458b,0.4177
0x86cd,-2.9222
0x579b,0.4795
0x94fa,0.4629
0xb5f1,0.9769
0xc18c,0.5406
0xc7d2,0.0659
0x76f9,-0.0211
0xab4d,0.3474
0xae9d,0.6668
0x15e5,-2.5828
0x6e2c,0.2591
0xc473,0.7053
0xc7e5,0.3822
0xa283,0.3482
0x35ae,0.5235
0x85bb,0.1265
0x4c7e,0.5999
0x2a0d,-0.6944
0x19f2,0.4682
0x11cd,-0.1289
0xb03f,-0.9527
0x26a1,0.0169
0x95e,0.6305
0x7429,0.1226
0x2518,-3.3933
0x2246,0.4831
0xbcf4,0.9446
0x4a6a,0.5574
0x1d27,-2.3988
0x532a,0.5616
0x3609,0.1909
0x95e6,0.2492
0xb67a,-0.1132
0x3d19,-0.0238
0x3133,-2.1892
0x8bb0,0.8471
0x72c7,0.1301
0x235d,-0.8044
0x461c,0.8031
0x7545,-0.114
0x57b9,0.0519
0xb01a,0.4928
0x17d6,-0.0291
0x8380,-2.3108
0x4aeb,1.1637
0xc449,0.6623
0x8602,-1.7315
0x901f,0.377
0x4400,0.4541
0xb7d5,0.545
0x73ba,0.6863
0x5879,-1.0176
0x98f8,-0.3524
0xceb,-2.9423
0x6907,0.6767
0x57b3,0.5184
0x7497,0.3252
0x7a63,0.3258
0x2b0b,0.1514
0xbe01,0.4109
0x3aa2,0.534
0x269e,-0.5364
0x944e,-0.1219
0x5e0a,0.1869
0xc00f,0.0337
0x7655,-2.1786
0x9ae,0.441
0x9f4,0.5395
0x8f4a,0.2237
0x41d0,-0.859
0x87b2,0.3297
0x14b6,-0.9698
0x6012,0.5876
0x197f,0.6396
0x5f00,0.4103
0x4723,0.0986
0x32fb,0.6473
0x5458,-1.5412
0x7969,0.0365
0xba18,0.5663
0x1b28,0.0821
0x9365,0.7625
0x746e,0.0041
0xc899,-1.4189
0x88fa,-0.1431
0x7fa6,-0.5215
0x2758,0.3614
0x61df,0.4495
0x567d,0.1275
0x6c38,0.2775
0xbeb5,0.5199
0x480e,0.1428
0x160c,-0.0509
0x6dec,1.2324
0xbd07,0.6128
0x5c2f,0.4697
0x558a,-0.4271
0x28e6,0.0687
0x8fed,0.227
0x985f,0.1256
0x1194,0.3887
0x425e,-0.5765
0x9af6,0.2288
0x545c,0.316
0x1eca,-3.1182
0x3336,-0.9594
0xb24b,-0.7043
0x6390,-1.1975
0x22ce,0.1272
0x9ca7,0.3658
0x7110,-0.2375
0x8d76,0.0648
0x8e82,-0.284
0x1534,-2.3817
0x3c8a,-0.1087
0xe27,-0.3589
0x974d,0.1367
0x8676,-2.0773
0xbcf8,-2.0231
0x4f57,0.9821
0x3aea,-0.0827
0x40e4,-0.4479
0x5c39,-0.3999
0x8c02,0.3847
0x7d72,0.0302
0xa38e,0.5665
0x53ab,0.1692
0x69f5,0.4304
0x8a19,-0.3126
0x94cd,0.5486
0x7145,0.3734
0x3979,0.4127
0x2dd6,-2.8594
0x50a6,0.6346
0x647d,-0.1758
0xc790,0.3786
0x87fd,0.399
0x7c39,-0.5949
0xc3e2,-1.1612
0xa6a5,0.2314
0x1a2d,-1.8572
0x9acc,0.8352
0xb31,0.1827
0x85c1,0.3189
0x6309,0.4508
0x85d2,-0.1323
0xc05,0.2641
0x4ed0,0.4599
0x1360,0.0755
0x5c6a,0.465
0x2b89,0.0056
0xb490,-0.7676
0x1a8e,0.3282
0x3685,-1.3748
0xb4c8,-0.9208
0x5fbe,0.5799
0x9df1,0.5145
0x148f,0.3981
0x24d5,0.4588
0xa34b,1.2101
0x8a17,-2.4456
0x51f8,0.9563
0x317c,-0.1319
0x977d,0.2205
0xa321,0.017
0x30eb,0.2462
0x24d6,1.4689
0x79cc,0.034
0x4693,0.0799
0x41bc,0.0966
0x6de0,0.7977
0x89c1,0.6002
0x1e28,-0.3406
0xc174,0.8543
0x8095,0.2598
0x5b5a,0.5116
0x2e91,0.2227
0x3162,0.9017
0x74a4,0.1086
0x91ba,0.2508
0x7c41,0.7013
0x3ab8,0.4765
0x515a,-0.9529
0x2b49,-0.0762
0x7c67,-0.603
0x9a37,0.6665
0xf8a,-1.2785
0x4976,-0.311
0x4624,-3.9858
0x25d0,0.0259
0x9386,0.218
0x20fb,0.5232
0x4e9b,0.1244
0x1d0e,0.363
0xab58,0.0242
0x3c2a,0.3838
0xa67,-1.8376
0x459d,0.7575
0x8574,-0.0144
0x15dc,-0.8847
0x222f,0.1375
0x8b02,-0.0106
0x96e0,0.4278
0xa5d,-2.5551
0x1b68,0.1956
0x6459,0.2611
0x88bc,0.3122
0xbba3,0.0934
0xa7f,-1.6308
0x8f37,0.3336
0x92f1,-1.0414
0x469b,0.1425
0x2cd2,-0.3498
0x5fcf,-2.2639
0x5228,0.2821
0xa7c9,-0.3861
0x6781,1.0057
0x7333,0.3877
0x723b,0.58
0x444c,0.0876
0xca6,0.1129
0xa75c,0.063
0xaa08,0.3861
0x6039,0.2947
0x1021,-2.7733
0x3f93,0.4233
0x870b,-0.3572
0x814d,-0.1205
0xd99,0.4318
0x5ef8,-0.1345
0xc4cf,-0.0312
0x1390,-0.4405
0x8ad4,0.4319
0x5504,0.2988
0x17e7,-0.0005
0xbcce,-2.8089
0x6b15,1.1646
0x45a8,0.0905
0x8f99,0.9169
0x71fd,0.5541
0x119c,-0.4552
0x54e4,0.2902
0x106d,0.3512
0xaf24,-0.3042
0x33e2,0.1695
0x6efb,0.1325
0x87b5,0.2521
0x2b4d,0.5832
0x83ee,-0.6283
0x6648,-0.21
0x2182,-0.6622
0xc21d,0.1019
0x4585,0.2861
0x5ba7,0.6329
0x2583,-0.5307
0x7487,-0.1574
0x1877,-0.2776
0x6494,-0.1272
0xbba6,0.2377
0xab89,-0.274
0x5449,0.0993
0x78bf,-0.107
0x61a4,0.4813
0x3cc1,0.9421
0xa089,-2.769
0x8834,0.5905
0x6172,-0.1183
0x3451,0.1199
0x6165,-0.201
0x34c9,0.1807
0xab86,0.0072
0xaf2b,0.2049
0xa19f,-0.4166
0xa158,-0.0954
0x58fb,0.2512
0x9304,0.1518
0x7262,0.3787
0x46fe,0.0104
0x57a0,0.5208
0x693b,0.5204
0xc00e,0.2415
0x6c11,0.1372
0x3316,0.5281
0x5bd1,0.1449
0xbcb,0.3366
0x5076,0.5494
0x443a,0.1243
0x546e,0.7088
0x3331,-2.0346
0x1d95,-2.9453
0x7026,0.5809
0x7618,0.1662
0x1366,0.1777
0xdc1,0.1341
0x5aed,-0.7881
0x5d8c,0.0647
0x816,0.0042
0x42ea,0.2789
0xc817,0.2605
0x23b6,-0.0604
0x9d63,-1.1908
0x3e04,0.7763
0x1f28,0.385
0xb59f,0.1454
0x3110,-1.9472
0x8795,0.6939
0xc126,-0.522
0x36dc,0.1096
0x9e68,0.5202
0x4c9f,0.2812
0x4b7f,0.6781
0x2067,0.1834
0x4f93,0.2697
0xc935,-0.3839
0x5da7,-2.0364
0x9a25,0.1343
0x5fd6,-0.5498
0x2597,0.0504
0x2c8d,0.543
0x1b33,0.8578
0xb467,0.3657
0x76f1,-0.5464
0x7226,-1.1488
0x2543,0.6354
0x2901,0.0953
0xa706,0.4486
0x1092,0.2113
0x1f21,-2.7166
0x8ba6,0.1798
0xec4,0.5134
0xaaee,0.4622
0x5618,0.133
0x6806,0.495
0x956c,0.2188
0x1202,0.3519
0x415c,-0.703
0x63e5,0.6608
0x14ba,-0.4613
0x17ca,0.1841
0x7b42,-0.2084
0x6383,-1.1571
0x1f71,1.1885
0x7191,0.1965
0x46b8,0.4053
0x631a,1.1988
0x82f4,-0.7725
0x45a9,-0.8222
0x2da1,0.4132
0xb041,1.0587
0x665,-2.3624
0x8249,1.1139
0x839,0.4551
0x8eab,0.4046
0x8889,1.1625
0x6a15,0.1907
0xc727,0.6412
0xa20,0.1298
0x553a,0.3842
0x7211,0.2755
0x2e1f,0.4915
0x90ef,-0.6048
0x154c,0.139
0x63a1,0.6954
0x2f79,-0.2576
0x2b1e,1.0697
0x8e29,0.4368
0x140b,0.1869
0x9305,0.1893
0x53dc,-1.11
0x942,0.0762
0xaa0e,0.2826
0x237c,-0.6908
0xb3e3,0.4265
0x150a,-2.1226
0x91f7,0.2721
0xa5e7,1.1756
0x8846,0.1511
0x569c,-0.7677
0xfca,0.5224
0x255f,1.1734
0x3a33,0.5121
0x408a,0.3008
0x3a10,1.1599
0x6e1a,0.3774
0x3cd3,0.2952
0xa32b,0.4129
0x570d,-2.3173
0x5b08,0.1848
0x8ea9,0.324
0x5fc1,0.4301
0xb6d7,0.2823
0x9e90,1.4384
0x6f49,1.0178
0x3f2e,0.3737
0x6ef9,-2.559
0x7e9,0.0455
0xabdc,0.7054
0x8e47,0.3726
0x95c5,-0.1704
0x27ac,0.3727
0xb9ad,0.8436
0xa8e4,0.3875
0xaa1c,0.4198
0x427c,0.3244
0x9d3b,0.2688
0x3cad,0.2408
0x84e5,0.3238
0x2ba1,0.4269
0x4077,0.3898
0x2ca8,0.6051
0x9269,-0.2182
0x7579,-0.0935
0x599d,1.1723
0x6dfe,-1.4393
0xc24d,0.6514
0x9ebe,0.3974
0x2004,0.0273
0x6c60,0.4865
0x2469,0.1473
0xc845,-0.6375
0x5e93,0.3801
0x3913,0.2609
0x589a,0.5275
0x531e,0.885
0x2478,-2.176
0x6f95,0.413
0x965,0.348
0x4ae6,1.0795
0x9681,0.6427
0x9295,-1.0888
0x9a14,0.0026
0x81ce,-2.1553
0xe3f,-2.0854
0x42c8,-0.0073
0x6e2e,-2.4002
0xc3bf,-2.2467
0x51d5,0.1402
0x7d71,0.6895
0x127a,0.4743
0x7b21,0.2822
0xb5d4,0.5263
0x9e1,-1.3052
0x6711,-2.4486
0x2aa2,0.4544
0x8cad,0.1941
0xb44,0.944
0xb05,0.0273
0xbcca,-0.6013
0xabe2,0.256
0xa7b,-2.5932
0x68cc,1.2733
0x246e,0.3251
0x41f5,0.1903
0x25bc,-1.9092
0x5f5b,0.4285
0x954a,0.1317
0x59db,1.1545
0x7fb3,-2.5156
0x92bd,0.0353
0xad28,0.5426
0x44a1,0.4994
0x1ec9,0.583
0x18de,0.1806
0x8d61,0.0223
0xa0c5,0.2761
0xa0b9,0.0891
0x9130,0.556
0x49ee,0.109
0xf72,-2.4171
0xc4db,-0.0836
0xb342,0.5045
0xa1c8,0.6196
0x4471,0.9686
0x6d82,-0.1232
0x390b,-0.0051
0x911a,0.6913
0x1e15,0.08
0xa2c5,-1.2357
0x338d,-0.0147
0xac2e,-0.0047
0x84c4,1.1518
0x9abc,0.5508
0x3186,-2.8745
0x775c,-0.3134
0xe8f,0.2021
0xc281,-0.6322
0x4487,0.599
0xa827,0.5721
0x1353,-3.1744
0x929e,0.4727
0x4f01,0.0084
0x50bc,1.0457
0x4efb,0.5033
0x2ff1,0.7598
0x82df,0.0024
0x7b4e,0.4157
0xad2e,-0.3075
0x8ba2,-0.0137
0x99a4,-1.6387
0x2e15,-0.5163
0xa3de,0.1564
0x4608,-2.4304
0x948b,0.264
0xaa69,0.8878
0x760f,0.4427
0x296e,0.2069
0x5261,1.0901
0xe41,-0.204
0x5702,1.0666
0xc644,0.2111
0xd81,-0.5815
0x764,-0.1804
0x7818,0.1822
0x3bfe,0.1931
0x3cdf,0.3138
0xa7ce,0.0664
0x4601,1.1292
0xb707,-0.1092
0x6474,0.5247
0xbae3,0.2655
0x2061,-0.1315
0x869d,0.352
0x89c0,1.1283
0xc8a3,-2.0374
0x1391,0.6281
0x40e2,-2.6137
0x30de,0.5879
0xaff0,0.5509
0x9d35,0.1068
0x9d66,0.2178
0x5f54,-0.5393
0x59c7,0.0682
0x13ce,-0.1578
0x156c,0.173
0x3ae5,0.2945
0x1553,0.6752
0xc66b,0.2568
0x9727,0.5154
0x9f06,0.1459
0x8242,-0.3345
0x629,-0.0754
0xc1c8,0.5453
0x7bd9,0.3859
0xa52c,0.5687
0x7d8c,0.6914
0x7b43,0.0003
0x4f1b,-0.5613
0x757a,0.1451
0x2201,-0.9141
0xbab3,-1.0943
0x8586,0.4908
0xc5d1,0.3478
0xdd4,-0.3813
0xc31a,0.7032
0xa8b5,-0.2227
0x2e67,0.229
0x2962,-0.9365
0x90a7,0.5926
0x6620,0.3294
0xa370,-0.1102
0x9b7c,0.4102
0xb164,-0.0717
0x9c1e,0.2506
0x466d,0.3185
0x6ebf,0.4977
0x5daf,0.913
0xb609,0.2026
0x6e73,-1.5963
0x201f,0.2927
0x9781,0.641
0xb9c2,0.2479
0x6a23,-2.2183
0x3624,-2.45
0x8f10,0.4718
0x39c8,0.0691
0xc782,0.1025
0xa249,0.5841
0x68d5,0.4262
0x2984,0.2155
0xb68a,1.0998
0x2df3,0.564
0x959d,0.0811
0x7bc3,0.1539
0x1aaa,-0.0156
0x9406,0.5604
0x9ddb,0.3367
0x8777,0.1665
0x25b9,-0.5061
0xe84,1.1368
0x7b8e,0.0586
0x6df,0.5038
0x8c9f,0.5049
0x1196,0.4666
0x9dc,0.0992
0x4cd7,0.4188
0x33c8,0.4685
0x6857,-0.6465
0x22a4,0.0162
0x8db6,-0.122
0xc64f,0.3549
0x6202,0.0146
0x7881,0.4741
0x6300,0.2827
0xbfcf,-0.787
0x208a,0.2568
0x6a55,-0.5194
0x29d2,0.5386
0x6566,-0.3522
0x2fab,0.0978
0x3921,-0.1654
0xb223,-0.0511
0x603a,-0.7234
0xb557,0.568
0x449c,0.1123
0xa595,-0.877
0x1120,-0.2941
0x473b,-0.4275
0x1761,-2.8792
0x9fe5,-0.1704
0x8c2d,0.0704
0x4d9c,1.0264
0x4bb2,0.4258
0x5ae3,-2.093
0x1b10,-2.3754
0xc82e,-0.4486
0x5c57,0.6707
0x3300,0.6802
0xa6b9,0.74
0x4130,-0.4903
0x1145,0.6949
0x5bc9,1.1977
0x5755,-1.1122
0x1d64,0.2957
0x580c,0.7208
0x73b4,0.682
0x6d15,1.3407
0x1bd9,0.2009
0xf96,0.3882
0x4492,0.02
0xc3b9,-0.4979
0x1354,0.5258
0xb27e,-1.9396
0x601a,0.6176
0x5320,0.4049
0xb0db,0.3495
0x34f9,0.3213
0x368e,-1.9569
0x29ad,0.1741
0x3577,0.1626
0x4b54,0.0012
0x3c72,0.0688
0x9663,-0.4498
0x5948,-0.448
0x2cec,0.3643
0x8613,0.7672
0xa110,0.2703
0x5f5a,-0.4685
0x1d48,0.6032
0x6fae,0.0812
0x66fd,0.2613
0x73ab,-0.2757
0x6b6,0.0507
0xbdcb,-2.6707
0x4448,0.4824
0x5554,-0.1565
0x6c84,0.4429
0x5563,0.3714
0x484d,-0.3719
0xa97,-0.2824
0x2c6b,0.4232
0x7465,0.4017
0x330a,-0.2066
0xbb7b,0.4302
0x6650,-0.9906
0x46e0,-0.6983
0x441b,-3.1655
0x9228,0.1847
0x3b94,0.6384
0x9ebd,0.3942
0xa8f9,1.1244
0xc76a,0.3491
0x93e4,0.4839
0x826e,0.3791
0x11f8,0.3063
0x4345,-0.009
0x2ef0,0.6761
0x6fa0,-1.7544
0x2b1c,0.3343
0x37e0,-2.4721
0x5786,0.0523
0x7dce,-1.054
0x1d6a,0.1592
0x556d,0.3226
0xc7dc,0.3945
0x8f3d,0.135
0xa166,0.2335
0x9797,0.4316
0xc687,0.5554
0xc3d2,-2.3774
0xa10f,-0.3553
0xb122,1.2169
0xc576,0.5475
0x276c,0.1089
0x8d39,0.2583
0x4bd0,-0.1937
0x9573,-1.516
0x5eb1,-0.5606
0xc5e9,0.1532
0x6cca,0.2174
0xb7f9,0.4864
0x537f,0.4625
0x78e2,-0.2382
0xc777,-0.0099
0xb32c,-0.4355
0x130e,0.0919
0xb991,0.1165
0x8b47,0.3376
0x28f7,1.1044
0x2354,1.0441
0xa9ae,-0.772
0x20a7,0.1117
0x8464,0.5816
0xc519,-0.0518
0x699b,0.4934
0x3b40,0.1503
0x6129,-0.5189
0x8ea6,0.8986
0x375b,0.5095
0x24e4,0.2225
0xaf7c,0.2976
0x17c0,0.1585
0xc5e8,1.0841
0x3cc2,-0.4233
0x9fe7,-0.8906
0x1e3c,0.5858
0x99df,0.8785
0xbf60,-0.3308
0x6cc8,-2.2691
0xe70,-0.4191
0x1c42,0.116
0x34e7,-2.1406
0x7073,-0.6545
0x5447,-0.0644
0x43c0,0.4808
0x5c2c,-0.0806
0xa809,0.3899
0x773,-2.6796
0x4b1a,1.0177
0xa50d,0.7513
0x2721,-0.038
0xa23c,0.5817
0xa19c,0.4938
0x90bf,0.2935
0x3870,0.5274
0x3ccb,0.4593
0x8562,0.5337
0x9b7b,0.1477
0xb514,0.3496
0x9d8b,0.6091
0xb504,-0.105
0x4a08,0.2974
0x295c,-0.0051
0x949f,0.4389
0x409e,0.09
0x9991,0.131
0x764a,1.0422
0x637f,-0.1
0x743c,0.1091
0x884b,0.2081
0xbd5,1.1736
0x15db,-0.1328
0x6b2c,1.1507
0x5d28,-0.2563
0x6a06,-0.9559
0x9e32,0.9343
0xaf8b,0.168
0x21bd,0.5256
0xc86f,-0.9112
0xc219,-2.507
0x4516,0.1345
0x85a2,0.4049
0x7644,1.0814
0x443f,0.1799
0x7e22,0.1084
0xd5e,0.3115
0xbe70,0.4549
0x6bc0,-0.3893
0xa4d4,0.524
0xa535,0.2392
0x3900,0.604
0x75a1,1.003
0x15bd,0.4454
0xc05f,0.7583
0xc46d,-0.404
0x729a,-0.1881
0x3d62,0.2141
0x9acf,-0.0114
0x68bb,0.0616
0x94f7,0.5726
0xd4c,0.3321
0x6f42,0.0217
0xa197,0.1652
0x79b4,0.2958
0x41f1,-2.1826
0x2d29,0.5009
0x9df7,-0.0965
0x8cb7,0.4198
0x3b97,0.4047
0x89db,-0.3219
0x19b0,0.4824
0x3495,0.5164
0x7797,-0.3853
0x9adc,0.389
0x8694,0.2516
0x4de7,0.2123
0x7581,1.0655
0x2b4f,-0.8491
0x8c68,0.0405
0x19cb,0.6666
0x6514,0.5077
0x83ec,0.1763
0xc116,-1.137
0xc4b3,-0.7648
0x80a8,0.0428
0x5e84,-0.3274
0xae9e,-0.3975
0xbf52,0.6627
0xe93,0.4482
0x4990,-0.2964
0x38c8,0.1903
0xc534,0.2755
0x363b,0.4642
0x4ab9,-0.2079
0x1b15,-0.7666
0x76a5,0.7759
0x11e7,0.5905
0xbbd9,0.1864
0xfc5,0.2842
0xa5e6,-2.6134
0xacce,0.1743
0xaa12,1.1568
0x9167,0.1783
0x549f,-3.1893
0x2609,0.1835
0x3f08,-0.1261
0xa7ed,0.3827
0x1941,-0.2067
0x5526,0.0874
0x8997,1.1802
0x6b4b,0.5969
0x1bb3,0.6615
0x43d3,0.1893
0x86a0,0.31
0xba08,1.1954
0x4334,1.0348
0x366d,1.1401
0x63d5,-0.0012
